k,u_before,v_before,tape_bit,sum,u_after,v_after
581,20769155949415978997801585579166581536122214035044568836779,20769155949415978997693918161421739949504596831779162860203,0,41538311898831957995495503740588321485626810866823731696982,20769155949415978997747751870294160742813405433411865848491,20769155949415978997693918161421739949504596831779162860203
582,20769155949415978997747751870294160742813405433411865848491,20769155949415978997693918161421739949504596831779162860203,0,41538311898831957995441670031715900692318002265191028708694,20769155949415978997747751870294160742813405433411865848491,20769155949415978997720835015857950346159001132595514354347
583,20769155949415978997747751870294160742813405433411865848491,20769155949415978997720835015857950346159001132595514354347,0,41538311898831957995468586886152111088972406566007380202838,20769155949415978997734293443076055544486203283003690101419,20769155949415978997720835015857950346159001132595514354347
584,20769155949415978997734293443076055544486203283003690101419,20769155949415978997720835015857950346159001132595514354347,0,41538311898831957995455128458934005890645204415599204455766,20769155949415978997734293443076055544486203283003690101419,20769155949415978997727564229467002945322602207799602227883
585,20769155949415978997734293443076055544486203283003690101419,20769155949415978997727564229467002945322602207799602227883,0,41538311898831957995461857672543058489808805490803292329302,20769155949415978997730928836271529244904402745401646164651,20769155949415978997727564229467002945322602207799602227883
586,20769155949415978997730928836271529244904402745401646164651,20769155949415978997727564229467002945322602207799602227883,0,41538311898831957995458493065738532190227004953201248392534,20769155949415978997730928836271529244904402745401646164651,20769155949415978997729246532869266095113502476600624196267
587,20769155949415978997730928836271529244904402745401646164651,20769155949415978997729246532869266095113502476600624196267,0,41538311898831957995460175369140795340017905222002270360918,20769155949415978997730087684570397670008952611001135180459,20769155949415978997729246532869266095113502476600624196267
588,20769155949415978997730087684570397670008952611001135180459,20769155949415978997729246532869266095113502476600624196267,0,41538311898831957995459334217439663765122455087601759376726,20769155949415978997730087684570397670008952611001135180459,20769155949415978997729667108719831882561227543800879688363
589,20769155949415978997730087684570397670008952611001135180459,20769155949415978997729667108719831882561227543800879688363,0,41538311898831957995459754793290229552570180154802014868822,20769155949415978997729877396645114776285090077401007434411,20769155949415978997729667108719831882561227543800879688363
590,20769155949415978997729877396645114776285090077401007434411,20769155949415978997729667108719831882561227543800879688363,0,41538311898831957995459544505364946658846317621201887122774,20769155949415978997729877396645114776285090077401007434411,20769155949415978997729772252682473329423158810600943561387
591,20769155949415978997729877396645114776285090077401007434411,20769155949415978997729772252682473329423158810600943561387,0,41538311898831957995459649649327588105708248888001950995798,20769155949415978997729824824663794052854124444000975497899,20769155949415978997729772252682473329423158810600943561387
592,20769155949415978997729824824663794052854124444000975497899,20769155949415978997729772252682473329423158810600943561387,0,41538311898831957995459597077346267382277283254601919059286,20769155949415978997729824824663794052854124444000975497899,20769155949415978997729798538673133691138641627300959529643
593,20769155949415978997729824824663794052854124444000975497899,20769155949415978997729798538673133691138641627300959529643,0,41538311898831957995459623363336927743992766071301935027542,20769155949415978997729811681668463871996383035650967513771,20769155949415978997729798538673133691138641627300959529643
594,20769155949415978997729811681668463871996383035650967513771,20769155949415978997729798538673133691138641627300959529643,0,41538311898831957995459610220341597563135024662951927043414,20769155949415978997729811681668463871996383035650967513771,20769155949415978997729805110170798781567512331475963521707
595,20769155949415978997729811681668463871996383035650967513771,20769155949415978997729805110170798781567512331475963521707,0,41538311898831957995459616791839262653563895367126931035478,20769155949415978997729808395919631326781947683563465517739,20769155949415978997729805110170798781567512331475963521707
596,20769155949415978997729808395919631326781947683563465517739,20769155949415978997729805110170798781567512331475963521707,0,41538311898831957995459613506090430108349460015039429039446,20769155949415978997729808395919631326781947683563465517739,20769155949415978997729806753045215054174730007519714519723
597,20769155949415978997729808395919631326781947683563465517739,20769155949415978997729806753045215054174730007519714519723,0,41538311898831957995459615148964846380956677691083180037462,20769155949415978997729807574482423190478338845541590018731,20769155949415978997729806753045215054174730007519714519723
598,20769155949415978997729807574482423190478338845541590018731,20769155949415978997729806753045215054174730007519714519723,0,41538311898831957995459614327527638244653068853061304538454,20769155949415978997729807574482423190478338845541590018731,20769155949415978997729807163763819122326534426530652269227
599,20769155949415978997729807574482423190478338845541590018731,20769155949415978997729807163763819122326534426530652269227,0,41538311898831957995459614738246242312804873272072242287958,20769155949415978997729807369123121156402436636036121143979,20769155949415978997729807163763819122326534426530652269227
600,20769155949415978997729807369123121156402436636036121143979,20769155949415978997729807163763819122326534426530652269227,0,41538311898831957995459614532886940278728971062566773413206,20769155949415978997729807369123121156402436636036121143979,20769155949415978997729807266443470139364485531283386706603
