k,u_before,v_before,tape_bit,sum,u_after,v_after
90,96493407697763496186309154189495940675921285015539774915188338882919926856751,-96493407697763496186309154142727888281332391633021860268267282253930085481519,1,-192986815395526992372618308332223828957253676648561635183455621136850012338270,96493407697763496186309154189495940675921285015539774915188338882919926856751,-96493407697763496186309154166111914478626838324280817591727810568425006169135
91,96493407697763496186309154189495940675921285015539774915188338882919926856751,-96493407697763496186309154166111914478626838324280817591727810568425006169135,1,192986815395526992372618308355607855154548123339820592506916149451344933025886,96493407697763496186309154177803927577274061669910296253458074725672466512943,-96493407697763496186309154166111914478626838324280817591727810568425006169135
92,96493407697763496186309154177803927577274061669910296253458074725672466512943,-96493407697763496186309154166111914478626838324280817591727810568425006169135,1,-192986815395526992372618308343915842055900899994191113845185885294097472682078,96493407697763496186309154177803927577274061669910296253458074725672466512943,-96493407697763496186309154171957921027950449997095556922592942647048736341039
93,96493407697763496186309154177803927577274061669910296253458074725672466512943,-96493407697763496186309154171957921027950449997095556922592942647048736341039,1,192986815395526992372618308349761848605224511667005853176051017372721202853982,96493407697763496186309154174880924302612255833502926588025508686360601426991,-96493407697763496186309154171957921027950449997095556922592942647048736341039
94,96493407697763496186309154174880924302612255833502926588025508686360601426991,-96493407697763496186309154171957921027950449997095556922592942647048736341039,1,-192986815395526992372618308346838845330562705830598483510618451333409337768030,96493407697763496186309154174880924302612255833502926588025508686360601426991,-96493407697763496186309154173419422665281352915299241755309225666704668884015
95,96493407697763496186309154174880924302612255833502926588025508686360601426991,-96493407697763496186309154173419422665281352915299241755309225666704668884015,1,192986815395526992372618308348300346967893608748802168343334734353065270311006,96493407697763496186309154174150173483946804374401084171667367176532635155503,-96493407697763496186309154173419422665281352915299241755309225666704668884015
96,96493407697763496186309154174150173483946804374401084171667367176532635155503,-96493407697763496186309154173419422665281352915299241755309225666704668884015,1,-192986815395526992372618308347569596149228157289700325926976592843237304039518,96493407697763496186309154174150173483946804374401084171667367176532635155503,-96493407697763496186309154173784798074614078644850162963488296421618652019759
97,96493407697763496186309154174150173483946804374401084171667367176532635155503,-96493407697763496186309154173784798074614078644850162963488296421618652019759,1,192986815395526992372618308347934971558560883019251247135155663598151287175262,96493407697763496186309154173967485779280441509625623567577831799075643587631,-96493407697763496186309154173784798074614078644850162963488296421618652019759
98,96493407697763496186309154173967485779280441509625623567577831799075643587631,-96493407697763496186309154173784798074614078644850162963488296421618652019759,1,-192986815395526992372618308347752283853894520154475786531066128220694295607390,96493407697763496186309154173967485779280441509625623567577831799075643587631,-96493407697763496186309154173876141926947260077237893265533064110347147803695
99,96493407697763496186309154173967485779280441509625623567577831799075643587631,-96493407697763496186309154173876141926947260077237893265533064110347147803695,1,192986815395526992372618308347843627706227701586863516833110895909422791391326,96493407697763496186309154173921813853113850793431758416555447954711395695663,-96493407697763496186309154173876141926947260077237893265533064110347147803695
100,96493407697763496186309154173921813853113850793431758416555447954711395695663,-96493407697763496186309154173876141926947260077237893265533064110347147803695,1,-192986815395526992372618308347797955780061110870669651682088512065058543499358,96493407697763496186309154173921813853113850793431758416555447954711395695663,-96493407697763496186309154173898977890030555435334825841044256032529271749679
101,96493407697763496186309154173921813853113850793431758416555447954711395695663,-96493407697763496186309154173898977890030555435334825841044256032529271749679,1,192986815395526992372618308347820791743144406228766584257599703987240667445342,96493407697763496186309154173910395871572203114383292128799851993620333722671,-96493407697763496186309154173898977890030555435334825841044256032529271749679
102,96493407697763496186309154173910395871572203114383292128799851993620333722671,-96493407697763496186309154173898977890030555435334825841044256032529271749679,1,-192986815395526992372618308347809373761602758549718117969844108026149605472350,96493407697763496186309154173910395871572203114383292128799851993620333722671,-96493407697763496186309154173904686880801379274859058984922054013074802736175
103,96493407697763496186309154173910395871572203114383292128799851993620333722671,-96493407697763496186309154173904686880801379274859058984922054013074802736175,1,192986815395526992372618308347815082752373582389242351113721906006695136458846,96493407697763496186309154173907541376186791194621175556860953003347568229423,-96493407697763496186309154173904686880801379274859058984922054013074802736175
104,96493407697763496186309154173907541376186791194621175556860953003347568229423,-96493407697763496186309154173904686880801379274859058984922054013074802736175,1,-192986815395526992372618308347812228256988170469480234541783007016422370965598,96493407697763496186309154173907541376186791194621175556860953003347568229423,-96493407697763496186309154173906114128494085234740117270891503508211185482799
105,96493407697763496186309154173907541376186791194621175556860953003347568229423,-96493407697763496186309154173906114128494085234740117270891503508211185482799,1,192986815395526992372618308347813655504680876429361292827752456511558753712222,96493407697763496186309154173906827752340438214680646413876228255779376856111,-96493407697763496186309154173906114128494085234740117270891503508211185482799
106,96493407697763496186309154173906827752340438214680646413876228255779376856111,-96493407697763496186309154173906114128494085234740117270891503508211185482799,1,-192986815395526992372618308347812941880834523449420763684767731763990562338910,96493407697763496186309154173906827752340438214680646413876228255779376856111,-96493407697763496186309154173906470940417261724710381842383865881995281169455
107,96493407697763496186309154173906827752340438214680646413876228255779376856111,-96493407697763496186309154173906470940417261724710381842383865881995281169455,1,192986815395526992372618308347813298692757699939391028256260094137774658025566,96493407697763496186309154173906649346378849969695514128130047068887329012783,-96493407697763496186309154173906470940417261724710381842383865881995281169455
108,96493407697763496186309154173906649346378849969695514128130047068887329012783,-96493407697763496186309154173906470940417261724710381842383865881995281169455,1,-192986815395526992372618308347813120286796111694405895970513912950882610182238,96493407697763496186309154173906649346378849969695514128130047068887329012783,-96493407697763496186309154173906560143398055847202947985256956475441305091119
109,96493407697763496186309154173906649346378849969695514128130047068887329012783,-96493407697763496186309154173906560143398055847202947985256956475441305091119,1,192986815395526992372618308347813209489776905816898462113387003544328634103902,96493407697763496186309154173906604744888452908449231056693501772164317051951,-96493407697763496186309154173906560143398055847202947985256956475441305091119
110,96493407697763496186309154173906604744888452908449231056693501772164317051951,-96493407697763496186309154173906560143398055847202947985256956475441305091119,1,-192986815395526992372618308347813164888286508755652179041950458247605622143070,96493407697763496186309154173906604744888452908449231056693501772164317051951,-96493407697763496186309154173906582444143254377826089520975229123802811071535
111,96493407697763496186309154173906604744888452908449231056693501772164317051951,-96493407697763496186309154173906582444143254377826089520975229123802811071535,1,192986815395526992372618308347813187189031707286275320577668730895967128123486,96493407697763496186309154173906593594515853643137660288834365447983564061743,-96493407697763496186309154173906582444143254377826089520975229123802811071535
112,96493407697763496186309154173906593594515853643137660288834365447983564061743,-96493407697763496186309154173906582444143254377826089520975229123802811071535,1,-192986815395526992372618308347813176038659108020963749809809594571786375133278,96493407697763496186309154173906593594515853643137660288834365447983564061743,-96493407697763496186309154173906588019329554010481874904904797285893187566639
